word,pos_tag,spoken_frequency_zipf,log_phonotactic_probability,lexical_competition_risk,phonetic_instability,cluster_label
star,NOUN,5.19,-4.974199705805064,25.89,0,2
test,NOUN,5.19,-4.976597701674536,44.41999999999999,1,2
view,NOUN,5.19,-6.330131189677731,14.5,0,2
weeks,NOUN,5.19,-5.896041646384171,15.51,1,2
break,NOUN,5.18,-6.042446311078804,14.25,1,2
british,ADJ,5.18,-5.189220838483763,0.0,0,2
companies,NOUN,5.18,-4.883241259080517,5.6,2,1
event,NOUN,5.18,-5.331762470687608,5.08,1,2
higher,ADJ,5.18,-7.451655210477557,25.12,0,3
hour,NOUN,5.18,-9.738312154577144,19.92,0,3
l,NOUN,5.18,-5.932829668223626,99.63,0,4
member,NOUN,5.18,-6.362441275757574,5.35,0,2
middle,NOUN,5.18,-4.855020971630942,5.13,1,2
needed,VERB,5.18,-5.495858962751576,0.0,2,1
present,NOUN,5.18,-5.108116929805398,4.73,2,1
result,NOUN,5.18,-4.975067880738954,5.23,1,2
sorry,NOUN,5.18,-5.227268210663691,0.0,0,2
takes,VERB,5.18,-5.78539065704611,21.13,1,2
training,NOUN,5.18,-5.038414590597734,4.63,0,2
wish,NOUN,5.18,-6.053399527068784,19.36,0,2
answer,NOUN,5.17,-5.280715197701437,9.53,0,2
boy,NOUN,5.17,-8.9215589040811,24.98,0,3
design,NOUN,5.17,-5.669969626914598,9.57,0,2
finally,ADV,5.17,-4.974708943709733,5.28,1,2
girls,NOUN,5.17,-6.608947823746938,10.33,1,3
gold,NOUN,5.17,-6.450963543708632,36.48,1,4
gone,VERB,5.17,-7.520835136786884,9.77,0,3
guess,NOUN,5.17,-6.198887319959336,36.68,1,2
interest,NOUN,5.17,-4.4053902507714415,4.66,3,1
july,NOUN,5.17,-6.72778648777178,0.0,0,3
king,NOUN,5.17,-4.741107900054626,48.14,0,2
learn,NOUN,5.17,-6.496553324755459,33.92,0,4
policy,NOUN,5.17,-5.398626218925351,4.71,1,2
society,NOUN,5.17,-5.315367904319039,0.0,2,1
added,VERB,5.16,-5.372879287874942,9.02,2,1
al,NOUN,5.16,-6.1621389955684265,44.3,0,4
alone,ADV,5.16,-4.974499141003087,4.68,1,2
average,ADJ,5.16,-5.954727685392009,0.0,0,2
bank,NOUN,5.16,-6.522254811293569,20.78,1,2
brought,NOUN,5.16,-6.733852393297906,9.14,1,3
certain,ADJ,5.16,-4.647076101071384,0.0,1,2
church,NOUN,5.16,-7.350034797713113,4.96,0,3
east,NOUN,5.16,-4.846785800192037,10.57,1,2
hands,NOUN,5.16,-5.43496675793964,5.41,1,2
hot,ADJ,5.16,-6.879128950193814,65.77999999999999,1,4
longer,NOUN,5.16,-7.2168108118426755,0.0,0,3
medical,ADJ,5.16,-4.890480406838415,0.0,2,1
movie,NOUN,5.16,-7.828129336293928,19.74,0,3
original,ADJ,5.16,-4.664244198121341,4.69,2,1
park,NOUN,5.16,-5.821046894816852,15.87,1,2
performance,NOUN,5.16,-4.999471343541842,0.0,2,1
press,NOUN,5.16,-5.410129762003742,9.99,1,2
received,VERB,5.16,-5.769816513523147,4.85,2,1
role,NOUN,5.16,-6.097967937821001,59.35,0,4
sent,NOUN,5.16,-5.00953739700589,50.87,1,4
tried,VERB,5.16,-5.705476909400278,28.96,1,2
worked,VERB,5.16,-6.1591970436586445,20.85,1,2
worth,NOUN,5.16,-7.179459020911724,30.78,1,3
areas,NOUN,5.15,-5.2630795747056975,5.46,2,1
became,VERB,5.15,-6.769255001737032,5.4,0,3
bill,NOUN,5.15,-5.907961985484002,73.44999999999999,0,4
books,NOUN,5.15,-6.059580660202783,15.829999999999998,1,2
cool,NOUN,5.15,-7.487020355970649,34.97,0,3
director,NOUN,5.15,-5.630037711311957,4.91,0,2
exactly,ADV,5.15,-5.90690651043148,0.0,1,2
giving,VERB,5.15,-5.2551697583647945,5.3,0,2
ground,NOUN,5.15,-5.767780341973392,10.05,1,2
meeting,NOUN,5.15,-4.909165939194559,14.2,0,2
n,NOUN,5.15,-4.982012852433578,73.44,0,4
provide,NOUN,5.15,-5.596858182334693,4.8,2,1
questions,NOUN,5.15,-5.160128835248187,5.35,2,1
relationship,NOUN,5.15,-5.082079202636179,4.68,2,1
september,NOUN,5.15,-6.308710008478493,0.0,0,2
sound,NOUN,5.15,-5.777340751766085,30.21,1,2
source,NOUN,5.15,-5.684250472210917,20.43,1,2
usually,ADV,5.15,-5.419330864533595,4.62,2,1
value,NOUN,5.15,-6.390265907383884,4.67,0,3
evidence,NOUN,5.14,-4.9009959955001055,0.0,3,1
follow,VERB,5.14,-6.572033323751628,14.62,0,3
lives,NOUN,5.14,-5.680908099423839,14.48,1,2
official,NOUN,5.14,-5.055604940745902,9.21,2,1
ok,NOUN,5.14,-6.6131770398425145,9.97,0,3
production,NOUN,5.14,-5.022350651693094,0.0,2,1
rate,NOUN,5.14,-5.287959198079856,90.23,1,4
reading,NOUN,5.14,-4.73720441420848,13.8,0,2
round,NOUN,5.14,-5.732265285983647,20.44,1,2
save,VERB,5.14,-7.407195957881564,35.34,1,3
stand,NOUN,5.14,-4.868562979209987,4.61,1,2
stuff,NOUN,5.14,-4.797807568420296,14.53,1,2
tax,NOUN,5.14,-5.5921275106681785,19.13,1,2
amount,NOUN,5.13,-5.361570314389183,9.68,2,1
blue,NOUN,5.13,-6.445412166715514,4.59,0,3
countries,NOUN,5.13,-4.517301260131952,5.48,2,1
david,NOUN,5.13,-6.181468336834913,0.0,1,2
drive,NOUN,5.13,-6.6251963072291264,9.49,1,3
eat,NOUN,5.13,-6.389342510528714,44.68,1,4
fall,NOUN,5.13,-6.647277408021237,78.46,0,4
fast,NOUN,5.13,-5.122332510971919,50.92000000000001,1,4
federal,ADJ,5.13,-5.057263172691005,0.0,1,2
feeling,VERB,5.13,-5.100403011759613,13.97,0,2
felt,NOUN,5.13,-6.368004063118575,14.25,1,2
green,ADJ,5.13,-5.301672990361399,9.17,0,2
league,NOUN,5.13,-5.602733339657694,14.73,1,2
management,NOUN,5.13,-4.903659783245491,0.0,3,1
match,NOUN,5.13,-6.650875256283914,35.61,0,4
model,NOUN,5.13,-5.091654478367924,9.92,1,2
p,NOUN,5.13,-6.5846867578601,95.37,0,4
picture,NOUN,5.13,-5.884542051975491,4.92,0,2
size,NOUN,5.13,-6.170270690215656,64.53,1,4
step,NOUN,5.13,-5.116967948794822,10.25,1,2
trust,NOUN,5.13,-4.610449094942502,0.0,1,0
central,ADJ,5.12,-4.711328797817736,0.0,2,1
changes,NOUN,5.12,-6.300269477977647,0.0,2,1
england,NOUN,5.12,-4.618280755138187,0.0,3,1
forward,ADV,5.12,-6.038451338332319,0.0,1,2
groups,NOUN,5.12,-6.395362883244615,10.21,1,3
hey,NOUN,5.12,-8.128874242143043,78.53999999999999,0,4
key,NOUN,5.12,-6.9429680347378815,86.43000000000002,0,4
mom,NOUN,5.12,-6.471153326370432,13.97,0,3
page,NOUN,5.12,-7.369552671680774,20.87,0,3
paid,NOUN,5.12,-6.8927977033491565,36.010000000000005,1,3
range,NOUN,5.12,-6.060021799205125,10.25,0,2
review,NOUN,5.12,-5.588111000110007,0.0,0,2
science,NOUN,5.12,-4.716694100873423,4.46,2,1
trade,NOUN,5.12,-5.562314162870793,19.5,1,2
various,ADJ,5.12,-5.153246065534238,0.0,2,1
attention,NOUN,5.11,-4.741523843171523,0.0,2,1
brother,NOUN,5.11,-5.772508953057513,4.69,0,2
cannot,NOUN,5.11,-4.663887814772126,0.0,1,0
character,NOUN,5.11,-5.241147174999668,0.0,0,2
chief,NOUN,5.11,-7.803753307588529,9.28,1,3
cup,NOUN,5.11,-5.202331051738146,25.86,1,2
football,NOUN,5.11,-7.58534412062623,0.0,0,3
hate,NOUN,5.11,-5.744473227788984,69.6,1,4
james,NOUN,5.11,-7.486110559541727,10.35,1,3
led,VERB,5.11,-6.274230722406164,71.36,1,4
looked,VERB,5.11,-6.4701521733461655,15.93,1,3
lower,ADJ,5.11,-7.0973794349664345,14.59,0,3
natural,ADJ,5.11,-5.146396599701142,4.48,1,2
october,NOUN,5.11,-6.35232538253644,0.0,0,3
property,NOUN,5.11,-5.883518177653727,9.29,0,2
quality,NOUN,5.11,-5.5405927701782725,0.0,1,2
send,NOUN,5.11,-5.166689284069665,46.41,1,4
style,NOUN,5.11,-5.215961643650169,15.27,0,2
u,NOUN,5.11,-5.694348118479233,47.150000000000006,0,4
vote,NOUN,5.11,-7.155319604838029,19.43,1,3
amazing,VERB,5.1,-5.253238843910595,0.0,1,2
august,NOUN,5.1,-5.0380799776623615,4.73,2,1
blood,NOUN,5.1,-5.436391633848265,0.0,1,2
china,NOUN,5.1,-5.8859376452931,0.0,1,2
complete,ADJ,5.1,-5.315683285031951,0.0,3,1
dog,NOUN,5.1,-7.950942321544836,5.08,1,3
economic,ADJ,5.1,-4.924670464546408,0.0,2,1
hell,NOUN,5.1,-6.295877808555458,87.41999999999999,0,4
involved,VERB,5.1,-5.366988147054714,0.0,1,2
language,NOUN,5.1,-6.525074438846116,0.0,2,1
lord,NOUN,5.1,-5.54468604523595,9.74,1,2
november,NOUN,5.1,-6.635387372058957,0.0,0,3
oil,NOUN,5.1,-8.463273349426807,19.62,0,3
related,ADJ,5.1,-5.101039876045339,0.0,1,0
serious,ADJ,5.1,-5.090090924133596,0.0,2,1
stage,NOUN,5.1,-5.187588486379068,15.64,0,2
terms,NOUN,5.1,-5.854408872068759,20.52,1,2
title,NOUN,5.1,-4.936567322742556,5.21,1,0
add,VERB,5.09,-6.810646717236433,49.23,1,4
article,NOUN,5.09,-4.717040734892873,4.71,2,1
attack,NOUN,5.09,-5.467031919935774,9.2,2,1
born,NOUN,5.09,-5.759131350227914,9.74,0,2
damn,NOUN,5.09,-6.720462764562583,18.64,0,3
decided,VERB,5.09,-5.191114548971023,0.0,1,0
decision,NOUN,5.09,-4.772659092445281,9.58,1,0
enjoy,NOUN,5.09,-4.777318862437427,4.59,0,0
entire,ADJ,5.09,-4.710639596463632,0.0,0,0
french,ADJ,5.09,-5.6787845428268335,5.37,0,2
january,NOUN,5.09,-5.573464991109042,0.0,0,2
kill,NOUN,5.09,-5.921763126701114,73.00999999999999,0,4
met,NOUN,5.09,-6.200414308542564,86.12999999999998,1,4
perhaps,ADV,5.09,-6.5668713595884585,0.0,1,3
poor,ADJ,5.09,-7.354870849695489,35.32,0,3
release,NOUN,5.09,-5.297839480753645,5.05,1,2
situation,NOUN,5.09,-5.056677138359018,4.47,1,0
technology,NOUN,5.09,-6.025232314629714,0.0,1,2
turned,VERB,5.09,-5.29877146963724,24.05,1,2
website,NOUN,5.09,-6.876421354174196,0.0,1,3
written,VERB,5.09,-4.427711266006092,4.72,1,0
choice,NOUN,5.08,-9.50471143257876,5.07,1,3
code,NOUN,5.08,-6.879128950193814,50.040000000000006,1,4
considered,VERB,5.08,-4.8142875655692094,4.99,2,1
continue,NOUN,5.08,-4.413112842806132,9.75,1,0
council,NOUN,5.08,-5.030403911970763,0.0,1,0
cover,NOUN,5.08,-5.502943429729252,14.25,0,2
currently,ADV,5.08,-4.803152941643801,0.0,2,1
door,NOUN,5.08,-5.597694223861836,24.6,0,2
election,NOUN,5.08,-4.884373637082756,4.66,1,0
european,ADJ,5.08,-5.020896258190934,0.0,2,1
events,NOUN,5.08,-5.271204271057181,5.18,1,2
f,NOUN,5.08,-7.9914001405284605,47.98000000000001,1,4
financial,ADJ,5.08,-4.755745431970316,0.0,2,1
foreign,ADJ,5.08,-4.483708591200902,0.0,1,0
hair,NOUN,5.08,-5.878143004683632,65.49000000000001,0,4
increase,NOUN,5.08,-4.82775889125784,4.91,2,1
legal,ADJ,5.08,-4.990075600505919,4.68,1,0
lose,VERB,5.08,-6.786981165506764,33.57,1,3
michael,NOUN,5.08,-4.974237311099893,4.6,1,0
pick,NOUN,5.08,-5.315998765241237,41.78,1,2
race,NOUN,5.08,-5.46019414932498,53.81,1,4
seem,NOUN,5.08,-6.338879638971778,75.08,0,4
sign,NOUN,5.08,-6.425094589343359,81.47999999999999,0,4
simple,NOUN,5.08,-5.043791434005159,4.53,1,0
simply,ADV,5.08,-5.450604117903092,0.0,1,0
staff,NOUN,5.08,-5.186108951366495,5.14,1,0
super,NOUN,5.08,-6.524372194020175,0.0,0,3
union,NOUN,5.08,-4.857115813433284,0.0,1,0
walk,NOUN,5.08,-7.295965119207939,41.53,1,4
washington,NOUN,5.08,-4.881777807171625,0.0,1,0
bed,NOUN,5.07,-6.59031296826773,80.62,1,4
began,VERB,5.07,-6.0835710641244365,4.84,0,3
built,NOUN,5.07,-6.086069775448988,20.08,1,2
career,NOUN,5.07,-6.284719452320314,5.25,0,3
changed,VERB,5.07,-7.012882488524618,5.54,1,3
crazy,NOUN,5.07,-6.130965723485549,0.0,0,3
daily,ADJ,5.07,-5.814440329807506,0.0,0,2
daughter,NOUN,5.07,-5.979982716332409,5.52,0,2
december,NOUN,5.07,-5.481339168456385,0.0,0,0
die,NOUN,5.07,-7.033783462642661,66.85000000000001,0,4
difficult,ADJ,5.07,-5.107541647107524,0.0,3,1
figure,NOUN,5.07,-6.6160712251510585,4.73,0,3
hospital,NOUN,5.07,-5.222269705379383,0.0,1,0
knows,NOUN,5.07,-6.867131704145765,46.34,1,4
loss,NOUN,5.07,-7.139536023692011,31.500000000000004,1,3
modern,ADJ,5.07,-6.519443111691928,0.0,0,3
ones,NOUN,5.07,-4.497317179168741,23.16,1,0
paper,NOUN,5.07,-6.519443111691928,4.61,0,3
parts,NOUN,5.07,-5.46880679981536,15.97,1,2
popular,ADJ,5.07,-5.303128923545259,0.0,1,0
published,VERB,5.07,-5.795549140129692,0.0,1,2
safe,ADJ,5.07,-7.982280016121186,16.02,1,3
starting,VERB,5.07,-4.766681388119574,0.0,0,0
systems,NOUN,5.07,-4.886496499136975,5.56,2,1
version,NOUN,5.07,-4.873726984678818,4.63,1,0
voice,NOUN,5.07,-8.933239079068588,9.79,1,3
writing,VERB,5.07,-4.879733355457836,13.93,0,0
army,NOUN,5.06,-5.850086519997159,14.14,0,2
australia,NOUN,5.06,-5.33628925980159,4.93,2,1
earth,NOUN,5.06,-8.675427196681133,14.41,1,3
forget,NOUN,5.06,-6.996630209491313,4.63,1,3
goal,NOUN,5.06,-6.769255001737032,60.71000000000001,0,4
h,NOUN,5.06,-9.738312154577144,14.58,0,3
huge,ADJ,5.06,-6.359298666543957,0.0,0,3
internet,NOUN,5.06,-4.895170944515975,0.0,1,0
listen,NOUN,5.06,-4.379874552065766,4.47,1,0
okay,NOUN,5.06,-6.6131770398425145,10.05,0,3
practice,NOUN,5.06,-5.065820890514946,0.0,2,1
rules,NOUN,5.06,-6.39987197961027,14.09,1,3
sea,NOUN,5.06,-6.0006506100882575,100.49,0,4
sir,NOUN,5.06,-6.344164544481856,37.53,0,4
success,NOUN,5.06,-5.393149060844812,0.0,2,1
towards,NOUN,5.06,-5.676064200098525,4.71,2,1
v,NOUN,5.06,-7.312120991647,66.04,0,4
waiting,VERB,5.06,-4.766955267171361,4.7,0,0
ways,NOUN,5.06,-6.873112335538598,49.87,1,4
access,NOUN,5.05,-5.514758429802574,0.0,1,0
base,NOUN,5.05,-5.979575502715568,35.91,1,2
created,VERB,5.05,-5.093002200628661,0.0,2,1
deep,NOUN,5.05,-6.44834506232231,20.92,1,3
followed,VERB,5.05,-6.675176380881442,9.95,1,3
la,NOUN,5.05,-6.62597307658655,67.03,0,4
mark,NOUN,5.05,-5.835463009746187,24.450000000000003,1,2
missing,VERB,5.05,-4.745563927906556,4.89,0,0
offer,NOUN,5.05,-7.106803957292303,14.55,0,3
pass,NOUN,5.05,-6.143171548484343,44.59,1,4
professional,ADJ,5.05,-4.747729637746263,0.0,3,1
released,VERB,5.05,-4.98210323236463,5.09,1,0
risk,NOUN,5.05,-4.921014449730004,0.0,1,0
schools,NOUN,5.05,-6.297142240475811,10.48,1,3
sleep,NOUN,5.05,-5.74253785609308,0.0,1,0
table,NOUN,5.05,-5.087874934037427,14.45,1,0
ten,NOUN,5.05,-5.354650709088234,49.690000000000005,0,4
truth,NOUN,5.05,-5.911589238060198,5.4,1,2
ball,NOUN,5.04,-6.917573318586179,48.99,0,4
box,NOUN,5.04,-5.835463009746187,14.57,1,2
build,NOUN,5.04,-5.942632479054625,24.66,1,2
card,NOUN,5.04,-5.495103837608514,34.81,1,2
cases,NOUN,5.04,-5.519974523094485,4.59,2,1
dark,NOUN,5.04,-5.933218280749763,10.21,1,2
district,NOUN,5.04,-4.789934724433186,0.0,2,1
europe,NOUN,5.04,-5.655223765841922,0.0,2,1
george,NOUN,5.04,-5.957325956861496,4.46,0,2
india,NOUN,5.04,-4.675143180495867,4.91,1,0
mine,NOUN,5.04,-6.675176380881442,72.42,0,4
minister,NOUN,5.04,-4.560290514983132,0.0,1,0
note,NOUN,5.04,-6.829128958526948,51.13999999999999,1,4
percent,NOUN,5.04,-5.30550110794152,0.0,1,0
piece,NOUN,5.04,-6.571290185243577,19.24,1,3
products,NOUN,5.04,-5.57404715300073,4.95,2,1
recent,ADJ,5.04,-4.501823296314981,0.0,2,1
seeing,VERB,5.04,-5.076206348112479,9.95,0,0
straight,NOUN,5.04,-4.867149424587556,16.26,2,1
visit,NOUN,5.04,-5.797761341051622,0.0,2,1
wall,NOUN,5.04,-6.791110668864052,55.78999999999999,0,4
wanna,NOUN,5.04,-5.589354393905897,11.33,1,2
wrote,VERB,5.04,-6.20118361142446,60.23,1,4
allowed,VERB,5.03,-5.099851827930777,18.67,2,1
boys,NOUN,5.03,-8.981453346034908,9.72,1,3
culture,NOUN,5.03,-4.988139238513313,4.91,0,0
etc,NOUN,5.03,-5.657074476691093,0.0,1,0
fans,NOUN,5.03,-5.4628736641891775,4.92,1,0
february,ADJ,5.03,-5.932535479578695,0.0,1,0
gives,VERB,5.03,-6.578710558189721,10.85,1,3
growth,NOUN,5.03,-6.276978305386281,9.57,1,3
included,VERB,5.03,-5.10293481049922,0.0,3,1
married,ADJ,5.03,-5.371374199034984,4.78,1,0
officer,NOUN,5.03,-5.651458561538631,10.27,1,0
pain,NOUN,5.03,-6.570183646917624,53.45,0,4
paul,NOUN,5.03,-6.9066558835388365,39.6,0,4
places,NOUN,5.03,-5.542942503821049,0.0,2,1
respect,NOUN,5.03,-5.4592211305399285,0.0,1,0
response,NOUN,5.03,-5.40574223373624,4.53,1,0
river,NOUN,5.03,-5.366876760571349,0.0,0,0
rock,NOUN,5.03,-6.347705299607176,13.5,1,3
shall,VERB,5.03,-6.75583279402403,5.16,0,3
speak,NOUN,5.03,-6.139806795249408,28.090000000000003,1,3
specific,ADJ,5.03,-5.376709270880832,4.59,2,1
standard,NOUN,5.03,-5.140988884145247,4.78,1,0
tonight,NOUN,5.03,-6.849410902007893,0.0,2,3
write,NOUN,5.03,-6.302636355895939,89.75,1,4
album,NOUN,5.02,-5.712264344226592,0.0,1,0
century,NOUN,5.02,-5.966409073530354,0.0,0,0
charge,NOUN,5.02,-6.179969984741583,14.48,0,3
cold,NOUN,5.02,-6.327228234809279,47.0,1,4
create,NOUN,5.02,-5.2749876334757,0.0,1,0
effect,NOUN,5.02,-6.030542230490509,9.48,1,2
funny,NOUN,5.02,-4.563064216117092,15.76,0,0
limited,ADJ,5.02,-5.17242155088777,0.0,3,1
moving,VERB,5.02,-5.4140133316521215,0.0,0,0
network,NOUN,5.02,-6.7730495761298455,0.0,1,3
peace,NOUN,5.02,-6.571290185243577,19.24,1,3
provided,VERB,5.02,-5.407884495387487,0.0,3,1
recently,ADV,5.02,-4.698978793716249,0.0,2,1
required,VERB,5.02,-5.755690694914022,4.67,1,0
sales,NOUN,5.02,-6.530024571681677,14.34,1,3
spent,NOUN,5.02,-5.158873735698182,14.96,1,0
store,NOUN,5.02,-4.9014827273608015,24.76,0,0
student,NOUN,5.02,-4.642420441768247,5.25,2,1
tomorrow,NOUN,5.02,-6.077732927460715,0.0,1,0
track,NOUN,5.02,-5.374218329765361,9.12,1,0
watching,VERB,5.02,-5.41733065865965,0.0,0,0
weight,NOUN,5.02,-5.61416025887423,65.14,1,4
addition,NOUN,5.01,-4.634418786347215,0.0,2,1
ahead,ADV,5.01,-6.952658507084563,5.51,2,3
allow,VERB,5.01,-4.70513528312901,9.7,1,0
anti,NOUN,5.01,-4.938912951008329,0.0,0,0
association,NOUN,5.01,-5.081919717755894,0.0,2,1
beat,NOUN,5.01,-6.624804380906258,59.75,1,4
brown,NOUN,5.01,-6.524372194020175,9.5,0,3
capital,NOUN,5.01,-5.12433044654414,0.0,2,1
chinese,ADJ,5.01,-6.354824644113782,0.0,1,3
committee,NOUN,5.01,-5.2388623696527,0.0,1,0
conference,NOUN,5.01,-4.887172419308707,0.0,2,1
difference,NOUN,5.01,-4.718430713617882,5.59,2,1
double,ADV,5.01,-4.866141521032367,0.0,1,0
expect,VERB,5.01,-5.379926633969127,0.0,2,1
gas,NOUN,5.01,-6.355716697132106,33.91,1,3
island,NOUN,5.01,-4.549760077321162,9.16,2,1
moved,VERB,5.01,-8.19413190956289,15.1,1,3
normal,ADJ,5.01,-4.990554764242098,4.57,1,0
plans,NOUN,5.01,-5.442289358759234,14.87,1,0
population,NOUN,5.01,-4.877240098246093,0.0,2,1
potential,ADJ,5.01,-5.030824736195636,0.0,2,1
pressure,NOUN,5.01,-5.947573985459193,0.0,0,0
radio,NOUN,5.01,-6.238229909525163,0.0,0,3
russian,ADJ,5.01,-4.492197814153195,4.93,1,0
station,NOUN,5.01,-4.519673455496549,4.5,1,0
text,NOUN,5.01,-4.999587051317533,10.89,1,0
treatment,NOUN,5.01,-4.715133500513234,0.0,2,1
western,ADJ,5.01,-5.223651550018426,0.0,0,0
ass,NOUN,5.0,-5.830516450722785,45.13999999999999,1,4
beginning,VERB,5.0,-4.825407963156129,0.0,0,0
california,NOUN,5.0,-5.670245189317447,0.0,3,1
campaign,NOUN,5.0,-6.196905714309187,0.0,0,3
certainly,ADV,5.0,-4.872610511884393,0.0,1,0
completely,ADV,5.0,-5.355637205180972,0.0,2,1
content,NOUN,5.0,-4.516685977480816,4.53,1,0
credit,NOUN,5.0,-5.473270933764847,0.0,2,1
cross,NOUN,5.0,-6.4529350869366855,0.0,1,3
described,NOUN,5.0,-5.56370319133466,4.56,2,1
female,NOUN,5.0,-6.905108784041231,0.0,0,3
focus,NOUN,5.0,-5.719095117037919,9.24,2,1
g,NOUN,5.0,-7.298267737238119,80.43,0,4
hi,NOUN,5.0,-7.359746117027235,54.11,0,4
husband,NOUN,5.0,-4.966745689506615,0.0,2,1
ice,NOUN,5.0,-7.38443715818129,29.860000000000003,1,3
individual,ADJ,5.0,-5.086568084063859,4.81,3,1
interesting,VERB,5.0,-4.382013834755801,0.0,2,1
j,NOUN,5.0,-9.248769398595964,77.17,0,4
join,NOUN,5.0,-8.313314012283486,24.58,0,3
kept,NOUN,5.0,-6.8363280396411445,0.0,1,3
leading,VERB,5.0,-4.832851517471138,4.98,0,0
loved,VERB,5.0,-5.886308452342683,15.36,1,0
message,NOUN,5.0,-5.742051480826275,0.0,1,0
miles,NOUN,5.0,-6.552258028251895,9.05,1,3
nearly,ADV,5.0,-5.614802287046748,0.0,0,0
particular,ADJ,5.0,-5.058691202897149,0.0,1,0
previous,ADJ,5.0,-5.284075268418386,0.0,2,1
quickly,ADV,5.0,-5.428441997352481,0.0,0,0
region,NOUN,5.0,-4.612401267353593,9.85,1,0
reported,VERB,5.0,-5.305178852797251,0.0,2,1
section,NOUN,5.0,-4.767996221461609,4.72,1,0
sort,NOUN,5.0,-5.604418703583569,34.440000000000005,1,2
speed,NOUN,5.0,-6.1118755328022285,9.88,1,3
travel,NOUN,5.0,-5.090090924133596,0.0,1,0
consider,VERB,4.99,-4.69597164536556,5.08,1,0
contact,NOUN,4.99,-5.424935567585803,4.94,1,0
drop,NOUN,4.99,-7.136288327580785,4.73,1,3
fair,NOUN,4.99,-5.865477038154663,64.83,0,4
feet,NOUN,4.99,-6.74258835850907,73.49000000000001,1,4
jesus,NOUN,4.99,-5.578205887770153,0.0,2,1
kid,NOUN,4.99,-5.642222760762903,59.72,1,4
link,NOUN,4.99,-4.820648192804576,24.63,1,0
positive,ADJ,4.99,-5.460681013985048,0.0,2,1
sale,NOUN,4.99,-7.049756727179509,59.45,0,4
tour,NOUN,4.99,-7.409753314145449,16.27,0,3
welcome,NOUN,4.99,-5.5683167041475095,0.0,1,0
absolutely,ADV,4.98,-5.387533353724022,0.0,1,0
additional,ADJ,4.98,-5.052622029163507,0.0,3,1
conditions,NOUN,4.98,-4.4662668729992285,4.86,3,1
earlier,ADV,4.98,-5.890042175771082,5.43,0,0
extra,ADJ,4.98,-4.816114699064056,0.0,2,1
forces,NOUN,4.98,-5.479949561006815,0.0,1,0
immediately,ADV,4.98,-5.674818995215183,0.0,1,0
jobs,NOUN,4.98,-7.828129336293928,5.5,1,3
leaving,VERB,4.98,-5.055579837154362,14.77,0,0
minute,NOUN,4.98,-4.563957227904052,5.31,2,1
nature,NOUN,4.98,-7.108073814237751,0.0,0,3
numbers,NOUN,4.98,-5.471202784068599,5.62,1,0
quick,NOUN,4.98,-5.501675447575993,14.079999999999998,1,0
sell,NOUN,4.98,-5.900567728233375,77.22,0,4
significant,ADJ,4.98,-4.978670166079273,0.0,3,1
studies,NOUN,4.98,-5.055507667838841,9.75,1,0
winning,VERB,4.98,-4.451717178048705,4.72,0,0
agree,NOUN,4.97,-5.311479610074594,4.84,1,0
canada,NOUN,4.97,-5.315935661236656,0.0,2,1
clean,NOUN,4.97,-5.555868632099346,4.86,0,0
computer,NOUN,4.97,-5.453335088814646,0.0,2,1
construction,NOUN,4.97,-4.496768798471102,0.0,3,1
episode,NOUN,4.97,-5.839437262947628,0.0,2,1
favorite,NOUN,4.97,-5.597864214566721,0.0,1,0
income,NOUN,4.97,-4.60990336985078,0.0,0,0
justice,NOUN,4.97,-4.673530400501819,0.0,2,1
levels,NOUN,4.97,-5.287775131696686,5.41,2,1
manager,NOUN,4.97,-5.755204198343073,13.77,1,0
movement,NOUN,4.97,-4.901272946460045,0.0,2,1
photo,NOUN,4.97,-6.992398553051242,4.83,0,3
posted,VERB,4.97,-5.019916229044863,0.0,1,0
safety,NOUN,4.97,-6.613758188297593,0.0,0,3
san,NOUN,4.97,-5.5000272684648825,74.71000000000001,0,4
scene,NOUN,4.97,-6.1281139384995855,71.32,0,4
sold,VERB,4.97,-6.460182603057293,40.62,1,4
sounds,NOUN,4.97,-6.11702323494622,9.68,1,3
spend,NOUN,4.97,-5.294277537656361,10.13,1,0
statement,NOUN,4.97,-4.651003675431267,4.51,2,1
sun,NOUN,4.97,-4.092037625248619,65.9,0,4
teams,NOUN,4.97,-6.223901145333785,21.57,1,3
ability,NOUN,4.96,-5.366101682917731,0.0,2,1
announced,VERB,4.96,-4.61479535971057,0.0,2,1
asking,VERB,4.96,-5.1160608118666735,0.0,0,0
calling,VERB,4.96,-5.076869652353106,4.88,0,0
coach,NOUN,4.96,-7.321469316148713,19.65,0,3
collection,NOUN,4.96,-4.63630281604718,9.38,2,1
continued,ADJ,4.96,-4.536376667704003,9.87,2,1
costs,NOUN,4.96,-5.181539280128471,5.24,1,0
definitely,ADV,4.96,-5.006112039454164,0.0,2,1
designed,VERB,4.96,-5.462385731094687,9.73,1,0
expected,VERB,4.96,-5.202683602739027,0.0,3,1
friday,NOUN,4.96,-6.303062334013659,0.0,0,3
gun,NOUN,4.96,-4.227442220351602,50.81,0,0
happens,NOUN,4.96,-4.908408633837652,10.39,2,1
heavy,ADJ,4.96,-7.122075371749114,4.72,0,3
includes,VERB,4.96,-5.245652812766538,5.21,2,1
knowledge,NOUN,4.96,-5.851615651991583,0.0,1,0
particularly,ADV,4.96,-5.139752443842359,0.0,1,0
